country,state,city,lng,lat
Argentina,Chaco,Machagai,-60.0496,-26.9261
Argentina,Chaco,General Pinedo,-61.2833,-27.3167
Argentina,Buenos Aires,Navarro,-59.2770,-35.0056
Argentina,Chaco,La Leonesa,-58.7035,-27.0379
Argentina,Buenos Aires,Magdalena,-57.5130,-35.0806
Argentina,Misiones,Puerto Esperanza,-54.6731,-26.0152
Argentina,Buenos Aires,Carmen de Patagones,-62.9810,-40.7983
Argentina,Catamarca,Santa María,-66.0473,-26.6955
Argentina,San Juan,Nueve de Julio,-68.3902,-31.6691
Argentina,Buenos Aires,General Pinto,-61.8909,-34.7646
Argentina,La Rioja,Patquía,-66.8823,-30.0468
Argentina,Misiones,San Ignacio,-55.5339,-27.2559
Argentina,Tucumán,Villa Alberdi,-65.6204,-27.5859
Argentina,Corrientes,Bella Vista,-59.0401,-28.5092
Argentina,Tucumán,Bella Vista,-65.3032,-27.0308
Argentina,Buenos Aires,Rauch,-59.0897,-36.7745
Argentina,Jujuy,Valle Grande,-64.9425,-23.4773
Argentina,Chaco,Tres Isletas,-60.4321,-26.3407
Argentina,Salta,La Poma,-66.2011,-24.7220
Argentina,Formosa,Pirané,-59.1088,-25.7324
Argentina,La Pampa,Intendente Alvear,-63.5920,-35.2338
Argentina,La Pampa,Toay,-64.3786,-36.6734
Argentina,Buenos Aires,Daireaux,-61.7500,-36.6000
Argentina,Corrientes,Esquina,-59.5272,-30.0144
Argentina,Santa Fe,Helvecia,-60.0883,-31.0983
Argentina,Jujuy,El Carmen,-65.2618,-24.3868
Argentina,Salta,Cachí,-66.1652,-25.1203
Argentina,Misiones,Concepción de la Sierra,-55.5203,-27.9831
Argentina,Buenos Aires,Tres Lomas,-62.8605,-36.4572
Argentina,Buenos Aires,Ensenada,-57.9113,-34.8619
Argentina,Buenos Aires,Carlos Casares,-61.3617,-35.6217
Argentina,San Luis,San Francisco del Monte de Oro,-66.1254,-32.5983
Argentina,Formosa,San Francisco de Laishí,-58.6304,-26.2426
Argentina,Tucumán,Graneros,-65.4383,-27.6493
Argentina,Santiago del Estero,Villa Unión,-62.7882,-29.4135
Argentina,Buenos Aires,González Chaves,-60.0984,-38.0330
Argentina,Córdoba,Villa Tulumba,-64.1224,-30.3955
Argentina,Jujuy,La Quiaca,-65.5930,-22.1024
Argentina,Buenos Aires,General Arenales,-61.3052,-34.3026
Argentina,Mendoza,General Alvear,-67.6912,-34.9770
Argentina,Buenos Aires,General Alvear,-60.0145,-36.0208
Argentina,San Luis,Concarán,-65.2427,-32.5601
Argentina,Chaco,Campo Largo,-60.8422,-26.8008
Argentina,Neuquén,San Martín de los Andes,-71.3510,-40.1552
Argentina,La Rioja,Aimogasta,-66.8059,-28.5609
Argentina,Córdoba,Santa Rosa de Río Primero,-63.4019,-31.1523
Argentina,Catamarca,San Isidro,-65.7259,-28.4627
Argentina,Entre Ríos,La Paz,-59.6457,-30.7449
Argentina,Misiones,Oberá,-55.1199,-27.4871
Argentina,Corrientes,La Cruz,-56.6433,-29.1744
Argentina,Catamarca,Esquiú,-65.2910,-29.3817
Argentina,Misiones,San Pedro,-54.1084,-26.6221
Argentina,Santiago del Estero,San Pedro,-65.1665,-27.9539
Argentina,Corrientes,San Miguel,-57.5896,-27.9958
Argentina,Corrientes,San Roque,-58.7082,-28.5746
Argentina,Buenos Aires,Lobería,-58.7913,-38.1557
Argentina,Buenos Aires,Merlo,-58.7293,-34.6663
Argentina,Neuquén,Buta Ranquil,-69.8771,-37.0522
Argentina,Córdoba,Villa Huidobro,-64.5869,-34.8383
Argentina,Buenos Aires,Salto,-60.2546,-34.2929
Argentina,Corrientes,Sauce,-58.7878,-30.0867
Argentina,Buenos Aires,Laprida,-60.7997,-37.5441
Argentina,Chaco,Santa Sylvina,-61.1375,-27.8326
Argentina,Santiago del Estero,Pozo Hondo,-64.4900,-27.1661
Argentina,Buenos Aires,Arrecifes,-60.1036,-34.0639
Argentina,La Pampa,Santa Isabel,-66.9424,-36.2272
Argentina,Corrientes,Alvear,-56.5504,-29.0968
Argentina,Buenos Aires,Roque Pérez,-59.3327,-35.3979
Argentina,Córdoba,San Francisco del Chañar,-63.9386,-29.7899
Argentina,Buenos Aires,Capilla del Señor,-59.1018,-34.2921
Argentina,Tucumán,Monteros,-65.4983,-27.1674
Argentina,Misiones,Leandro N. Alem,-55.3249,-27.6034
Argentina,Mendoza,Villa Nueva,-68.7804,-32.8972
Argentina,Buenos Aires,General Viamonte,-61.0351,-35.0001
Argentina,Buenos Aires,General Villegas,-63.0125,-35.0328
